totalWeeklyShareQuantity,issueSymbolIdentifier,issueName,lastUpdateDate,lastReportedDate,tierDescription,initialPublishedDate,tierIdentifier,summaryStartDate,totalNotionalSum,totalWeeklyTradeCount,weekStartDate,MPID,firmCRDNumber,productTypeCode,marketParticipantName,summaryTypeCode
625.0,CURR,Currenc Group Inc. Ordinary Shares,2026-05-18,2026-04-16,NMS Tier 2,2026-05-18,T2,2026-04-13,2069.0,4,2026-04-13,ITGP,,,ITGP POSIT,ATS_W_SMBL_FIRM
3305.0,CURR,Currenc Group Inc. Ordinary Shares,2026-05-18,2026-04-17,NMS Tier 2,2026-05-18,T2,2026-04-13,10566.7,121,2026-04-13,MLIX,,,MLIX INSTINCT X,ATS_W_SMBL_FIRM
100.0,CURR,Currenc Group Inc. Ordinary Shares,2026-05-18,2026-04-13,NMS Tier 2,2026-05-18,T2,2026-04-13,353.0,1,2026-04-13,MSRP,,,MSRP MS RPOOL (ATS-6),ATS_W_SMBL_FIRM
125.0,CURR,Currenc Group Inc. Ordinary Shares,2026-05-18,2026-04-16,NMS Tier 2,2026-05-18,T2,2026-04-13,361.75,2,2026-04-13,ONEC,,,ONEC CITI-ONE ATS,ATS_W_SMBL_FIRM
1700.0,CURR,Currenc Group Inc. Ordinary Shares,2026-05-18,2026-04-16,NMS Tier 2,2026-05-18,T2,2026-04-13,5549.0,15,2026-04-13,KCGM,,,KCGM VIRTU MATCHIT ATS,ATS_W_SMBL_FIRM
5914.0,CURR,Currenc Group Inc. Ordinary Shares,2026-05-18,2026-04-17,NMS Tier 2,2026-05-18,T2,2026-04-13,19119.61,135,2026-04-13,SGMT,,,SGMT SIGMA X2,ATS_W_SMBL_FIRM
732.0,CURR,Currenc Group Inc. Ordinary Shares,2026-05-18,2026-04-16,NMS Tier 2,2026-05-18,T2,2026-04-13,2426.7,36,2026-04-13,BLUE,,,BLUE BOATS,ATS_W_SMBL_FIRM
32.0,CURR,Currenc Group Inc. Ordinary Shares,2026-05-18,2026-04-16,NMS Tier 2,2026-05-18,T2,2026-04-13,104.13,4,2026-04-13,BOSS,,,"BOSS BRUCE MARKETS, LLC.",ATS_W_SMBL_FIRM
1587.0,CURR,Currenc Group Inc. Ordinary Shares,2026-05-18,2026-04-17,NMS Tier 2,2026-05-18,T2,2026-04-13,4927.5025,21,2026-04-13,JPMX,,,JPMX JPM-X,ATS_W_SMBL_FIRM
12596.0,CURR,Currenc Group Inc. Ordinary Shares,2026-05-18,2026-04-17,NMS Tier 2,2026-05-18,T2,2026-04-13,38577.67,76,2026-04-13,IATS,,,IATS IBKR ATS,ATS_W_SMBL_FIRM
351.0,CURR,Currenc Group Inc. Ordinary Shares,2026-05-18,2026-04-16,NMS Tier 2,2026-05-18,T2,2026-04-13,1125.55,6,2026-04-13,BNPX,,,BNPX BNPP CORTEX ATS,ATS_W_SMBL_FIRM
271322.022142,CURR,Currenc Group Inc. Ordinary Shares,2026-05-18,2026-04-17,NMS Tier 2,2026-05-18,T2,2026-04-13,865901.699318,902,2026-04-13,,0.0,,De Minimis Firms,OTC_W_SMBL_FIRM
271322.022142,CURR,Currenc Group Inc. Ordinary Shares,2026-05-18,2026-04-17,NMS Tier 2,2026-05-18,T2,2026-04-13,865901.699318,902,2026-04-13,,,UTP,,OTC_W_SMBL
61796.0,CURR,Currenc Group Inc. Ordinary Shares,2026-05-18,2026-04-17,NMS Tier 2,2026-05-18,T2,2026-04-13,195256.6814,1395,2026-04-13,,,UTP,,ATS_W_SMBL
100.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-16,2026-02-12,NMS Tier 2,2026-03-16,T2,2026-02-09,181.5,1,2026-02-09,LQNA,,,LQNA LIQUIDNET H2O ATS,ATS_W_SMBL_FIRM
3594.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-16,2026-02-13,NMS Tier 2,2026-03-16,T2,2026-02-09,6416.63,25,2026-02-09,ICBX,,,ICBX CBX,ATS_W_SMBL_FIRM
16200.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-16,2026-02-13,NMS Tier 2,2026-03-16,T2,2026-02-09,30568.5,88,2026-02-09,MSPL,,,MSPL MS POOL (ATS-4),ATS_W_SMBL_FIRM
9640.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-16,2026-02-13,NMS Tier 2,2026-03-16,T2,2026-02-09,17652.2025,68,2026-02-09,EBXL,,,EBXL LEVEL ATS,ATS_W_SMBL_FIRM
2675.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-16,2026-02-12,NMS Tier 2,2026-03-16,T2,2026-02-09,5012.45,15,2026-02-09,ITGP,,,ITGP POSIT,ATS_W_SMBL_FIRM
858.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-16,2026-02-11,NMS Tier 2,2026-03-16,T2,2026-02-09,1529.485,13,2026-02-09,PURE,,,PURE PURESTREAM,ATS_W_SMBL_FIRM
141.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-16,2026-02-13,NMS Tier 2,2026-03-16,T2,2026-02-09,267.7,5,2026-02-09,ONEC,,,ONEC CITI-ONE ATS,ATS_W_SMBL_FIRM
309.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-16,2026-02-11,NMS Tier 2,2026-03-16,T2,2026-02-09,550.41,5,2026-02-09,MOON,,,MOON MOON ATS,ATS_W_SMBL_FIRM
547298.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-16,2026-02-13,NMS Tier 2,2026-03-16,T2,2026-02-09,1012718.112754,1264,2026-02-09,,,UTP,,OTC_W_SMBL
152815.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-16,2026-02-13,NMS Tier 2,2026-03-16,T2,2026-02-09,278548.505,1739,2026-02-09,,,UTP,,ATS_W_SMBL
822.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-16,2026-02-13,NMS Tier 2,2026-03-16,T2,2026-02-09,1501.28,11,2026-02-09,BNPX,,,BNPX BNPP CORTEX ATS,ATS_W_SMBL_FIRM
8247.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-16,2026-02-13,NMS Tier 2,2026-03-16,T2,2026-02-09,14530.2275,86,2026-02-09,CGXS,,,CGXS ONECHRONOS,ATS_W_SMBL_FIRM
15097.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-16,2026-02-13,NMS Tier 2,2026-03-16,T2,2026-02-09,28200.395,424,2026-02-09,INCR,,,INCR INTELLIGENT CROSS LLC,ATS_W_SMBL_FIRM
28339.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-16,2026-02-13,NMS Tier 2,2026-03-16,T2,2026-02-09,52242.095,142,2026-02-09,IATS,,,IATS IBKR ATS,ATS_W_SMBL_FIRM
3549.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-16,2026-02-12,NMS Tier 2,2026-03-16,T2,2026-02-09,7020.78,20,2026-02-09,CODA,,,CODA CODA,ATS_W_SMBL_FIRM
7948.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-16,2026-02-13,NMS Tier 2,2026-03-16,T2,2026-02-09,13218.815,52,2026-02-09,JPMX,,,JPMX JPM-X,ATS_W_SMBL_FIRM
4692.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-16,2026-02-13,NMS Tier 2,2026-03-16,T2,2026-02-09,8392.75,37,2026-02-09,LATS,,,LATS THE BARCLAYS ATS,ATS_W_SMBL_FIRM
6242.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-16,2026-02-13,NMS Tier 2,2026-03-16,T2,2026-02-09,11273.345,207,2026-02-09,MLIX,,,MLIX INSTINCT X,ATS_W_SMBL_FIRM
9208.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-16,2026-02-13,NMS Tier 2,2026-03-16,T2,2026-02-09,17003.645,179,2026-02-09,SGMT,,,SGMT SIGMA X2,ATS_W_SMBL_FIRM
25382.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-16,2026-02-13,NMS Tier 2,2026-03-16,T2,2026-02-09,45122.075,305,2026-02-09,UBSA,,,UBSA UBS ATS,ATS_W_SMBL_FIRM
4579.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-16,2026-02-13,NMS Tier 2,2026-03-16,T2,2026-02-09,8080.39,41,2026-02-09,KCGM,,,KCGM VIRTU MATCHIT ATS,ATS_W_SMBL_FIRM
4660.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-16,2026-02-13,NMS Tier 2,2026-03-16,T2,2026-02-09,8741.05,5,2026-02-09,BIDS,,,BIDS BIDS ATS,ATS_W_SMBL_FIRM
533.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-16,2026-02-12,NMS Tier 2,2026-03-16,T2,2026-02-09,1042.78,10,2026-02-09,BLUE,,,BLUE BOATS,ATS_W_SMBL_FIRM
547298.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-16,2026-02-13,NMS Tier 2,2026-03-16,T2,2026-02-09,1012718.112754,1264,2026-02-09,,0.0,,De Minimis Firms,OTC_W_SMBL_FIRM
456.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-30,2026-02-27,NMS Tier 2,2026-03-30,T2,2026-02-23,960.42,4,2026-02-23,ITGP,,,ITGP POSIT,ATS_W_SMBL_FIRM
1211.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-30,2026-02-27,NMS Tier 2,2026-03-30,T2,2026-02-23,2548.44,10,2026-02-23,CODA,,,CODA CODA,ATS_W_SMBL_FIRM
410.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-30,2026-02-27,NMS Tier 2,2026-03-30,T2,2026-02-23,852.0,3,2026-02-23,LATS,,,LATS THE BARCLAYS ATS,ATS_W_SMBL_FIRM
7957.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-30,2026-02-27,NMS Tier 2,2026-03-30,T2,2026-02-23,16437.82,34,2026-02-23,IATS,,,IATS IBKR ATS,ATS_W_SMBL_FIRM
2797.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-30,2026-02-27,NMS Tier 2,2026-03-30,T2,2026-02-23,5810.095,50,2026-02-23,MLIX,,,MLIX INSTINCT X,ATS_W_SMBL_FIRM
4422.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-30,2026-02-27,NMS Tier 2,2026-03-30,T2,2026-02-23,9043.8,45,2026-02-23,SGMT,,,SGMT SIGMA X2,ATS_W_SMBL_FIRM
2155.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-30,2026-02-27,NMS Tier 2,2026-03-30,T2,2026-02-23,4480.22,21,2026-02-23,EBXL,,,EBXL LEVEL ATS,ATS_W_SMBL_FIRM
193580.555437,CURR,Currenc Group Inc. Ordinary Shares,2026-03-30,2026-02-27,NMS Tier 2,2026-03-30,T2,2026-02-23,402119.938592,466,2026-02-23,,0.0,,De Minimis Firms,OTC_W_SMBL_FIRM
4900.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-30,2026-02-27,NMS Tier 2,2026-03-30,T2,2026-02-23,10347.0,37,2026-02-23,MSPL,,,MSPL MS POOL (ATS-4),ATS_W_SMBL_FIRM
100.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-30,2026-02-27,NMS Tier 2,2026-03-30,T2,2026-02-23,226.0,1,2026-02-23,ICBX,,,ICBX CBX,ATS_W_SMBL_FIRM
4952.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-30,2026-02-27,NMS Tier 2,2026-03-30,T2,2026-02-23,10277.095,51,2026-02-23,CGXS,,,CGXS ONECHRONOS,ATS_W_SMBL_FIRM
30.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-30,2026-02-27,NMS Tier 2,2026-03-30,T2,2026-02-23,62.39,4,2026-02-23,BLUE,,,BLUE BOATS,ATS_W_SMBL_FIRM
1560.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-30,2026-02-27,NMS Tier 2,2026-03-30,T2,2026-02-23,3225.8,15,2026-02-23,KCGM,,,KCGM VIRTU MATCHIT ATS,ATS_W_SMBL_FIRM
7116.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-30,2026-02-27,NMS Tier 2,2026-03-30,T2,2026-02-23,14833.47,103,2026-02-23,INCR,,,INCR INTELLIGENT CROSS LLC,ATS_W_SMBL_FIRM
690.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-30,2026-02-27,NMS Tier 2,2026-03-30,T2,2026-02-23,1404.1,4,2026-02-23,BIDS,,,BIDS BIDS ATS,ATS_W_SMBL_FIRM
13286.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-30,2026-02-27,NMS Tier 2,2026-03-30,T2,2026-02-23,27480.17,90,2026-02-23,UBSA,,,UBSA UBS ATS,ATS_W_SMBL_FIRM
15.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-30,2026-02-23,NMS Tier 2,2026-03-30,T2,2026-02-23,30.225,1,2026-02-23,BNPX,,,BNPX BNPP CORTEX ATS,ATS_W_SMBL_FIRM
1310.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-30,2026-02-27,NMS Tier 2,2026-03-30,T2,2026-02-23,2750.25,6,2026-02-23,JPMX,,,JPMX JPM-X,ATS_W_SMBL_FIRM
193580.555437,CURR,Currenc Group Inc. Ordinary Shares,2026-03-30,2026-02-27,NMS Tier 2,2026-03-30,T2,2026-02-23,402119.938592,466,2026-02-23,,,UTP,,OTC_W_SMBL
53367.0,CURR,Currenc Group Inc. Ordinary Shares,2026-03-30,2026-02-27,NMS Tier 2,2026-03-30,T2,2026-02-23,110769.295,479,2026-02-23,,,UTP,,ATS_W_SMBL
200.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-17,2026-01-14,NMS Tier 2,2026-02-17,T2,2026-01-12,332.0,1,2026-01-12,PURE,,,PURE PURESTREAM,ATS_W_SMBL_FIRM
4477.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-17,2026-01-16,NMS Tier 2,2026-02-17,T2,2026-01-12,6980.2675,95,2026-01-12,MLIX,,,MLIX INSTINCT X,ATS_W_SMBL_FIRM
2100.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-17,2026-01-15,NMS Tier 2,2026-02-17,T2,2026-01-12,3364.5,11,2026-01-12,MSPL,,,MSPL MS POOL (ATS-4),ATS_W_SMBL_FIRM
133.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-17,2026-01-16,NMS Tier 2,2026-02-17,T2,2026-01-12,214.58,26,2026-01-12,BLUE,,,BLUE BOATS,ATS_W_SMBL_FIRM
6392.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-17,2026-01-16,NMS Tier 2,2026-02-17,T2,2026-01-12,10059.9325,31,2026-01-12,EBXL,,,EBXL LEVEL ATS,ATS_W_SMBL_FIRM
1763.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-17,2026-01-16,NMS Tier 2,2026-02-17,T2,2026-01-12,2764.43,17,2026-01-12,ICBX,,,ICBX CBX,ATS_W_SMBL_FIRM
15169.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-17,2026-01-16,NMS Tier 2,2026-02-17,T2,2026-01-12,24341.59,40,2026-01-12,IATS,,,IATS IBKR ATS,ATS_W_SMBL_FIRM
28.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-17,2026-01-12,NMS Tier 2,2026-02-17,T2,2026-01-12,46.06,1,2026-01-12,MSRP,,,MSRP MS RPOOL (ATS-6),ATS_W_SMBL_FIRM
927.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-17,2026-01-16,NMS Tier 2,2026-02-17,T2,2026-01-12,1513.075,10,2026-01-12,KCGM,,,KCGM VIRTU MATCHIT ATS,ATS_W_SMBL_FIRM
300.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-17,2026-01-13,NMS Tier 2,2026-02-17,T2,2026-01-12,483.0,1,2026-01-12,BNPX,,,BNPX BNPP CORTEX ATS,ATS_W_SMBL_FIRM
100.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-17,2026-01-14,NMS Tier 2,2026-02-17,T2,2026-01-12,167.0,1,2026-01-12,BIDS,,,BIDS BIDS ATS,ATS_W_SMBL_FIRM
1254.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-17,2026-01-14,NMS Tier 2,2026-02-17,T2,2026-01-12,2060.95,10,2026-01-12,JPMX,,,JPMX JPM-X,ATS_W_SMBL_FIRM
39.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-17,2026-01-15,NMS Tier 2,2026-02-17,T2,2026-01-12,62.6,2,2026-01-12,MOON,,,MOON MOON ATS,ATS_W_SMBL_FIRM
11823.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-17,2026-01-16,NMS Tier 2,2026-02-17,T2,2026-01-12,18886.07,92,2026-01-12,UBSA,,,UBSA UBS ATS,ATS_W_SMBL_FIRM
1110.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-17,2026-01-16,NMS Tier 2,2026-02-17,T2,2026-01-12,1755.155,11,2026-01-12,LATS,,,LATS THE BARCLAYS ATS,ATS_W_SMBL_FIRM
26.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-17,2026-01-13,NMS Tier 2,2026-02-17,T2,2026-01-12,42.055,2,2026-01-12,ONEC,,,ONEC CITI-ONE ATS,ATS_W_SMBL_FIRM
5894.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-17,2026-01-16,NMS Tier 2,2026-02-17,T2,2026-01-12,9420.545,175,2026-01-12,INCR,,,INCR INTELLIGENT CROSS LLC,ATS_W_SMBL_FIRM
2100.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-17,2026-01-14,NMS Tier 2,2026-02-17,T2,2026-01-12,3328.0,6,2026-01-12,CODA,,,CODA CODA,ATS_W_SMBL_FIRM
173.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-17,2026-01-16,NMS Tier 2,2026-02-17,T2,2026-01-12,261.23,2,2026-01-12,XSTM,,,XSTM CROSSSTREAM,ATS_W_SMBL_FIRM
677.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-17,2026-01-16,NMS Tier 2,2026-02-17,T2,2026-01-12,1078.53,9,2026-01-12,ITGP,,,ITGP POSIT,ATS_W_SMBL_FIRM
2968.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-17,2026-01-16,NMS Tier 2,2026-02-17,T2,2026-01-12,4735.015,32,2026-01-12,SGMT,,,SGMT SIGMA X2,ATS_W_SMBL_FIRM
1271.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-17,2026-01-16,NMS Tier 2,2026-02-17,T2,2026-01-12,1970.465,17,2026-01-12,CGXS,,,CGXS ONECHRONOS,ATS_W_SMBL_FIRM
273000.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-17,2026-01-16,NMS Tier 2,2026-02-17,T2,2026-01-12,441066.092977,784,2026-01-12,,0.0,,De Minimis Firms,OTC_W_SMBL_FIRM
273000.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-17,2026-01-16,NMS Tier 2,2026-02-17,T2,2026-01-12,441066.092977,784,2026-01-12,,,UTP,,OTC_W_SMBL
58924.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-17,2026-01-16,NMS Tier 2,2026-02-17,T2,2026-01-12,93867.05,592,2026-01-12,,,UTP,,ATS_W_SMBL
519.0,CURR,Currenc Group Inc. Ordinary Shares,2026-05-11,2026-04-10,NMS Tier 2,2026-05-11,T2,2026-04-06,1644.055,5,2026-04-06,BNPX,,,BNPX BNPP CORTEX ATS,ATS_W_SMBL_FIRM
189.0,CURR,Currenc Group Inc. Ordinary Shares,2026-05-11,2026-04-10,NMS Tier 2,2026-05-11,T2,2026-04-06,597.76,15,2026-04-06,MOON,,,MOON MOON ATS,ATS_W_SMBL_FIRM
200.0,CURR,Currenc Group Inc. Ordinary Shares,2026-05-11,2026-04-10,NMS Tier 2,2026-05-11,T2,2026-04-06,703.0,2,2026-04-06,XSTM,,,XSTM CROSSSTREAM,ATS_W_SMBL_FIRM
2491.0,CURR,Currenc Group Inc. Ordinary Shares,2026-05-11,2026-04-10,NMS Tier 2,2026-05-11,T2,2026-04-06,7713.2,20,2026-04-06,IATS,,,IATS IBKR ATS,ATS_W_SMBL_FIRM
3400.0,CURR,Currenc Group Inc. Ordinary Shares,2026-05-11,2026-04-08,NMS Tier 2,2026-05-11,T2,2026-04-06,10087.0,20,2026-04-06,MSPL,,,MSPL MS POOL (ATS-4),ATS_W_SMBL_FIRM
10248.0,CURR,Currenc Group Inc. Ordinary Shares,2026-05-11,2026-04-10,NMS Tier 2,2026-05-11,T2,2026-04-06,32153.69,204,2026-04-06,SGMT,,,SGMT SIGMA X2,ATS_W_SMBL_FIRM
600.0,CURR,Currenc Group Inc. Ordinary Shares,2026-05-11,2026-04-10,NMS Tier 2,2026-05-11,T2,2026-04-06,1828.0,6,2026-04-06,BIDS,,,BIDS BIDS ATS,ATS_W_SMBL_FIRM
7509.0,CURR,Currenc Group Inc. Ordinary Shares,2026-05-11,2026-04-10,NMS Tier 2,2026-05-11,T2,2026-04-06,22271.8429,89,2026-04-06,EBXL,,,EBXL LEVEL ATS,ATS_W_SMBL_FIRM
574.0,CURR,Currenc Group Inc. Ordinary Shares,2026-05-11,2026-04-10,NMS Tier 2,2026-05-11,T2,2026-04-06,1832.75,10,2026-04-06,BLUE,,,BLUE BOATS,ATS_W_SMBL_FIRM
100.0,CURR,Currenc Group Inc. Ordinary Shares,2026-05-11,2026-04-07,NMS Tier 2,2026-05-11,T2,2026-04-06,275.0,1,2026-04-06,ONEC,,,ONEC CITI-ONE ATS,ATS_W_SMBL_FIRM
8222.0,CURR,Currenc Group Inc. Ordinary Shares,2026-05-11,2026-04-10,NMS Tier 2,2026-05-11,T2,2026-04-06,26303.345,102,2026-04-06,UBSA,,,UBSA UBS ATS,ATS_W_SMBL_FIRM
953.0,CURR,Currenc Group Inc. Ordinary Shares,2026-05-11,2026-04-09,NMS Tier 2,2026-05-11,T2,2026-04-06,2925.8,8,2026-04-06,PURE,,,PURE PURESTREAM,ATS_W_SMBL_FIRM
1205.0,CURR,Currenc Group Inc. Ordinary Shares,2026-05-11,2026-04-10,NMS Tier 2,2026-05-11,T2,2026-04-06,3599.4875,16,2026-04-06,LATS,,,LATS THE BARCLAYS ATS,ATS_W_SMBL_FIRM
899.0,CURR,Currenc Group Inc. Ordinary Shares,2026-05-11,2026-04-10,NMS Tier 2,2026-05-11,T2,2026-04-06,2748.78,8,2026-04-06,ITGP,,,ITGP POSIT,ATS_W_SMBL_FIRM
121.0,CURR,Currenc Group Inc. Ordinary Shares,2026-05-11,2026-04-10,NMS Tier 2,2026-05-11,T2,2026-04-06,400.29,11,2026-04-06,BOSS,,,"BOSS BRUCE MARKETS, LLC.",ATS_W_SMBL_FIRM
2416.0,CURR,Currenc Group Inc. Ordinary Shares,2026-05-11,2026-04-10,NMS Tier 2,2026-05-11,T2,2026-04-06,7334.8325,32,2026-04-06,MLIX,,,MLIX INSTINCT X,ATS_W_SMBL_FIRM
2394.0,CURR,Currenc Group Inc. Ordinary Shares,2026-05-11,2026-04-10,NMS Tier 2,2026-05-11,T2,2026-04-06,7272.99,24,2026-04-06,KCGM,,,KCGM VIRTU MATCHIT ATS,ATS_W_SMBL_FIRM
11705.0,CURR,Currenc Group Inc. Ordinary Shares,2026-05-11,2026-04-10,NMS Tier 2,2026-05-11,T2,2026-04-06,35901.883,204,2026-04-06,INCR,,,INCR INTELLIGENT CROSS LLC,ATS_W_SMBL_FIRM
3541.0,CURR,Currenc Group Inc. Ordinary Shares,2026-05-11,2026-04-10,NMS Tier 2,2026-05-11,T2,2026-04-06,11380.565,86,2026-04-06,CGXS,,,CGXS ONECHRONOS,ATS_W_SMBL_FIRM
871.0,CURR,Currenc Group Inc. Ordinary Shares,2026-05-11,2026-04-10,NMS Tier 2,2026-05-11,T2,2026-04-06,2842.84,16,2026-04-06,JPMX,,,JPMX JPM-X,ATS_W_SMBL_FIRM
412.0,CURR,Currenc Group Inc. Ordinary Shares,2026-05-11,2026-04-10,NMS Tier 2,2026-05-11,T2,2026-04-06,1255.16,6,2026-04-06,ICBX,,,ICBX CBX,ATS_W_SMBL_FIRM
449287.837177,CURR,Currenc Group Inc. Ordinary Shares,2026-05-11,2026-04-10,NMS Tier 2,2026-05-11,T2,2026-04-06,1439613.847426,1679,2026-04-06,,0.0,,De Minimis Firms,OTC_W_SMBL_FIRM
449287.837177,CURR,Currenc Group Inc. Ordinary Shares,2026-05-11,2026-04-10,NMS Tier 2,2026-05-11,T2,2026-04-06,1439613.847426,1679,2026-04-06,,,UTP,,OTC_W_SMBL
58569.0,CURR,Currenc Group Inc. Ordinary Shares,2026-05-11,2026-04-10,NMS Tier 2,2026-05-11,T2,2026-04-06,181072.2709,885,2026-04-06,,,UTP,,ATS_W_SMBL
300.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-09,2026-01-05,NMS Tier 2,2026-02-09,T2,2026-01-05,571.5,3,2026-01-05,BIDS,,,BIDS BIDS ATS,ATS_W_SMBL_FIRM
900.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-09,2026-01-06,NMS Tier 2,2026-02-09,T2,2026-01-05,1601.0,2,2026-01-05,MSPL,,,MSPL MS POOL (ATS-4),ATS_W_SMBL_FIRM
258.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-09,2026-01-09,NMS Tier 2,2026-02-09,T2,2026-01-05,449.97,5,2026-01-05,ITGP,,,ITGP POSIT,ATS_W_SMBL_FIRM
2516.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-09,2026-01-09,NMS Tier 2,2026-02-09,T2,2026-01-05,4448.2166,63,2026-01-05,EBXL,,,EBXL LEVEL ATS,ATS_W_SMBL_FIRM
123.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-09,2026-01-09,NMS Tier 2,2026-02-09,T2,2026-01-05,216.67,4,2026-01-05,LATS,,,LATS THE BARCLAYS ATS,ATS_W_SMBL_FIRM
3235.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-09,2026-01-07,NMS Tier 2,2026-02-09,T2,2026-01-05,6210.4,24,2026-01-05,IATS,,,IATS IBKR ATS,ATS_W_SMBL_FIRM
1000.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-09,2026-01-09,NMS Tier 2,2026-02-09,T2,2026-01-05,1700.0,4,2026-01-05,CODA,,,CODA CODA,ATS_W_SMBL_FIRM
1712.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-09,2026-01-09,NMS Tier 2,2026-02-09,T2,2026-01-05,2968.49,20,2026-01-05,ICBX,,,ICBX CBX,ATS_W_SMBL_FIRM
5320.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-09,2026-01-09,NMS Tier 2,2026-02-09,T2,2026-01-05,9509.965,48,2026-01-05,UBSA,,,UBSA UBS ATS,ATS_W_SMBL_FIRM
1194.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-09,2026-01-09,NMS Tier 2,2026-02-09,T2,2026-01-05,2124.63,24,2026-01-05,MLIX,,,MLIX INSTINCT X,ATS_W_SMBL_FIRM
2070.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-09,2026-01-09,NMS Tier 2,2026-02-09,T2,2026-01-05,3662.67,70,2026-01-05,INCR,,,INCR INTELLIGENT CROSS LLC,ATS_W_SMBL_FIRM
2421.0,CURR,Currenc Group Inc. Ordinary Shares,2026-02-09,2026-01-09,NMS Tier 2,2026-02-09,T2,2026-01-05,4244.79,14,2026-01-05,JPMX,,,JPMX JPM-X,ATS_W_SMBL_FIRM
